# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-10-07 13:11:53 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08116650 Brazos Rv nr Rosharon, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08116650
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	08116650	2000-08-25	233	A
USGS	08116650	2000-08-26	374	A
USGS	08116650	2000-08-27	405	A
USGS	08116650	2000-08-28	382	A
USGS	08116650	2000-08-29	291	A
USGS	08116650	2000-08-30	201	A
USGS	08116650	2000-08-31	155	A
USGS	08116650	2000-09-01	119	A
USGS	08116650	2000-09-02	91	A
USGS	08116650	2000-09-03	54	A
USGS	08116650	2000-09-04	153	A
USGS	08116650	2000-09-05	322	A
USGS	08116650	2000-09-06	355	A
USGS	08116650	2000-09-07	310	A
USGS	08116650	2000-09-08	293	A
USGS	08116650	2000-09-09	379	A
USGS	08116650	2000-09-10	466	A
USGS	08116650	2000-09-11	531	A
USGS	08116650	2000-09-12	403	A
USGS	08116650	2000-09-13	392	A
USGS	08116650	2000-09-14	627	A
USGS	08116650	2000-09-15	741	A
USGS	08116650	2000-09-16	553	A
USGS	08116650	2000-09-17	406	A
USGS	08116650	2000-09-18	415	A
USGS	08116650	2000-09-19	312	A
USGS	08116650	2000-09-20	209	A
USGS	08116650	2000-09-21	495	A
USGS	08116650	2000-09-22	695	A
USGS	08116650	2000-09-23	527	A
USGS	08116650	2000-09-24	453	A
USGS	08116650	2000-09-25	417	A
USGS	08116650	2000-09-26	265	A
USGS	08116650	2000-09-27	176	A
USGS	08116650	2000-09-28	103	A
USGS	08116650	2000-09-29	74	A
USGS	08116650	2000-09-30	60	A
USGS	08116650	2000-10-01	193	A
USGS	08116650	2000-10-02	394	A
USGS	08116650	2000-10-03	441	A
USGS	08116650	2000-10-04	455	A
USGS	08116650	2000-10-05	389	A
USGS	08116650	2000-10-06	319	A
USGS	08116650	2000-10-07	366	A
USGS	08116650	2000-10-08	429	A
USGS	08116650	2000-10-09	424	A
USGS	08116650	2000-10-10	408	A
USGS	08116650	2000-10-11	394	A
USGS	08116650	2000-10-12	373	A
USGS	08116650	2000-10-13	369	A
USGS	08116650	2000-10-14	373	A
USGS	08116650	2000-10-15	347	A
USGS	08116650	2000-10-16	271	A
USGS	08116650	2000-10-17	352	A
USGS	08116650	2000-10-18	502	A
USGS	08116650	2000-10-19	536	A
USGS	08116650	2000-10-20	539	A
USGS	08116650	2000-10-21	475	A
USGS	08116650	2000-10-22	418	A
USGS	08116650	2000-10-23	407	A
USGS	08116650	2000-10-24	437	A
USGS	08116650	2000-10-25	409	A
USGS	08116650	2000-10-26	390	A
USGS	08116650	2000-10-27	930	A
USGS	08116650	2000-10-28	1900	A
USGS	08116650	2000-10-29	1900	A
USGS	08116650	2000-10-30	1610	A
USGS	08116650	2000-10-31	1350	A
USGS	08116650	2000-11-01	1160	A
USGS	08116650	2000-11-02	1020	A
USGS	08116650	2000-11-03	933	A
USGS	08116650	2000-11-04	1060	A
USGS	08116650	2000-11-05	978	A
USGS	08116650	2000-11-06	6260	A
USGS	08116650	2000-11-07	21700	A
USGS	08116650	2000-11-08	29500	A
USGS	08116650	2000-11-09	28700	A
USGS	08116650	2000-11-10	24400	A
USGS	08116650	2000-11-11	20200	A
USGS	08116650	2000-11-12	16600	A
USGS	08116650	2000-11-13	16200	A
USGS	08116650	2000-11-14	14600	A
USGS	08116650	2000-11-15	11800	A
USGS	08116650	2000-11-16	9460	A
USGS	08116650	2000-11-17	8750	A
USGS	08116650	2000-11-18	11300	A
USGS	08116650	2000-11-19	17400	A
USGS	08116650	2000-11-20	17700	A
USGS	08116650	2000-11-21	15400	A
USGS	08116650	2000-11-22	12300	A
USGS	08116650	2000-11-23	12400	A
USGS	08116650	2000-11-24	14000	A
USGS	08116650	2000-11-25	13100	A
USGS	08116650	2000-11-26	10500	A
USGS	08116650	2000-11-27	8690	A
USGS	08116650	2000-11-28	9480	A
USGS	08116650	2000-11-29	12000	A
USGS	08116650	2000-11-30	11000	A
USGS	08116650	2000-12-01	8340	A
USGS	08116650	2000-12-02	6240	A
USGS	08116650	2000-12-03	5250	A
USGS	08116650	2000-12-04	4870	A
USGS	08116650	2000-12-05	4700	A
USGS	08116650	2000-12-06	4730	A
USGS	08116650	2000-12-07	4660	A
USGS	08116650	2000-12-08	4490	A
USGS	08116650	2000-12-09	4360	A
USGS	08116650	2000-12-10	4120	A
USGS	08116650	2000-12-11	3640	A
USGS	08116650	2000-12-12	3220	A
USGS	08116650	2000-12-13	3080	A
USGS	08116650	2000-12-14	2900	A
USGS	08116650	2000-12-15	2760	A
USGS	08116650	2000-12-16	2860	A
USGS	08116650	2000-12-17	3280	A
USGS	08116650	2000-12-18	3730	A
USGS	08116650	2000-12-19	4230	A
USGS	08116650	2000-12-20	4260	A
USGS	08116650	2000-12-21	3980	A
USGS	08116650	2000-12-22	3560	A
USGS	08116650	2000-12-23	3240	A
USGS	08116650	2000-12-24	3030	A
USGS	08116650	2000-12-25	3090	A
USGS	08116650	2000-12-26	3220	A
USGS	08116650	2000-12-27	4410	A
USGS	08116650	2000-12-28	5160	A
USGS	08116650	2000-12-29	12700	A
USGS	08116650	2000-12-30	27600	A
USGS	08116650	2000-12-31	31300	A
USGS	08116650	2001-01-01	24800	A
USGS	08116650	2001-01-02	17500	A
USGS	08116650	2001-01-03	13200	A
USGS	08116650	2001-01-04	11800	A
USGS	08116650	2001-01-05	12400	A
USGS	08116650	2001-01-06	12800	A
USGS	08116650	2001-01-07	12400	A
USGS	08116650	2001-01-08	11300	A
USGS	08116650	2001-01-09	10100	A
USGS	08116650	2001-01-10	9010	A
USGS	08116650	2001-01-11	11700	A
USGS	08116650	2001-01-12	10600	A
USGS	08116650	2001-01-13	10500	A
USGS	08116650	2001-01-14	10400	A
USGS	08116650	2001-01-15	13500	A
USGS	08116650	2001-01-16	14500	A
USGS	08116650	2001-01-17	13500	A
USGS	08116650	2001-01-18	11200	A
USGS	08116650	2001-01-19	11900	A
USGS	08116650	2001-01-20	17100	A
USGS	08116650	2001-01-21	26100	A
USGS	08116650	2001-01-22	29900	A
USGS	08116650	2001-01-23	26800	A
USGS	08116650	2001-01-24	20900	A
USGS	08116650	2001-01-25	15900	A
USGS	08116650	2001-01-26	12600	A
USGS	08116650	2001-01-27	11100	A
USGS	08116650	2001-01-28	11400	A
USGS	08116650	2001-01-29	12900	A
USGS	08116650	2001-01-30	14000	A
USGS	08116650	2001-01-31	14100	A
USGS	08116650	2001-02-01	13200	A
USGS	08116650	2001-02-02	15300	A
USGS	08116650	2001-02-03	15900	A
USGS	08116650	2001-02-04	13400	A
USGS	08116650	2001-02-05	10900	A
USGS	08116650	2001-02-06	9190	A
USGS	08116650	2001-02-07	8330	A
USGS	08116650	2001-02-08	7920	A
USGS	08116650	2001-02-09	7660	A
USGS	08116650	2001-02-10	7430	A
USGS	08116650	2001-02-11	7210	A
USGS	08116650	2001-02-12	6990	A
USGS	08116650	2001-02-13	6310	A
USGS	08116650	2001-02-14	5620	A
USGS	08116650	2001-02-15	5120	A
USGS	08116650	2001-02-16	4690	A
USGS	08116650	2001-02-17	4400	A
USGS	08116650	2001-02-18	4680	A
USGS	08116650	2001-02-19	5390	A
USGS	08116650	2001-02-20	7190	A
USGS	08116650	2001-02-21	11600	A
USGS	08116650	2001-02-22	12500	A
USGS	08116650	2001-02-23	11300	A
USGS	08116650	2001-02-24	13200	A
USGS	08116650	2001-02-25	14400	A
USGS	08116650	2001-02-26	13400	A
USGS	08116650	2001-02-27	13200	A
USGS	08116650	2001-02-28	13900	A
USGS	08116650	2001-03-01	14100	A
USGS	08116650	2001-03-02	14100	A
USGS	08116650	2001-03-03	15000	A
USGS	08116650	2001-03-04	23000	A
USGS	08116650	2001-03-05	33200	A
USGS	08116650	2001-03-06	38600	A
USGS	08116650	2001-03-07	40600	A
USGS	08116650	2001-03-08	40500	A
USGS	08116650	2001-03-09	37600	A
USGS	08116650	2001-03-10	31500	A
USGS	08116650	2001-03-11	28000	A
USGS	08116650	2001-03-12	32700	A
USGS	08116650	2001-03-13	37400	A
USGS	08116650	2001-03-14	37200	A
USGS	08116650	2001-03-15	38400	A
USGS	08116650	2001-03-16	42600	A
USGS	08116650	2001-03-17	45300	A
USGS	08116650	2001-03-18	45400	A
USGS	08116650	2001-03-19	44200	A
USGS	08116650	2001-03-20	41000	A
USGS	08116650	2001-03-21	34100	A
USGS	08116650	2001-03-22	27200	A
USGS	08116650	2001-03-23	23800	A
USGS	08116650	2001-03-24	21800	A
USGS	08116650	2001-03-25	20000	A
USGS	08116650	2001-03-26	18400	A
USGS	08116650	2001-03-27	16400	A
USGS	08116650	2001-03-28	19200	A
USGS	08116650	2001-03-29	29500	A
USGS	08116650	2001-03-30	34800	A
USGS	08116650	2001-03-31	36300	A
USGS	08116650	2001-04-01	36900	A
USGS	08116650	2001-04-02	34600	A
USGS	08116650	2001-04-03	29400	A
USGS	08116650	2001-04-04	24100	A
USGS	08116650	2001-04-05	20100	A
USGS	08116650	2001-04-06	17800	A
USGS	08116650	2001-04-07	15600	A
USGS	08116650	2001-04-08	13200	A
USGS	08116650	2001-04-09	11200	A
USGS	08116650	2001-04-10	9800	A
USGS	08116650	2001-04-11	8990	A
USGS	08116650	2001-04-12	8680	A
USGS	08116650	2001-04-13	8570	A
USGS	08116650	2001-04-14	8490	A
USGS	08116650	2001-04-15	8360	A
USGS	08116650	2001-04-16	7920	A
USGS	08116650	2001-04-17	7630	A
USGS	08116650	2001-04-18	7470	A
USGS	08116650	2001-04-19	7250	A
USGS	08116650	2001-04-20	7200	A
USGS	08116650	2001-04-21	7090	A
USGS	08116650	2001-04-22	7200	A
USGS	08116650	2001-04-23	7280	A
USGS	08116650	2001-04-24	6780	A
USGS	08116650	2001-04-25	5980	A
USGS	08116650	2001-04-26	5190	A
USGS	08116650	2001-04-27	4490	A
USGS	08116650	2001-04-28	3890	A
USGS	08116650	2001-04-29	3590	A
USGS	08116650	2001-04-30	3610	A
USGS	08116650	2001-05-01	4340	A
USGS	08116650	2001-05-02	4230	A
USGS	08116650	2001-05-03	4410	A
USGS	08116650	2001-05-04	4420	A
USGS	08116650	2001-05-05	4430	A
USGS	08116650	2001-05-06	4780	A
USGS	08116650	2001-05-07	4850	A
USGS	08116650	2001-05-08	5300	A
USGS	08116650	2001-05-09	7270	A
USGS	08116650	2001-05-10	15000	A
USGS	08116650	2001-05-11	19600	A
USGS	08116650	2001-05-12	17500	A
USGS	08116650	2001-05-13	13000	A
USGS	08116650	2001-05-14	10400	A
USGS	08116650	2001-05-15	9820	A
USGS	08116650	2001-05-16	9250	A
USGS	08116650	2001-05-17	9320	A
USGS	08116650	2001-05-18	9450	A
USGS	08116650	2001-05-19	8380	A
USGS	08116650	2001-05-20	7180	A
USGS	08116650	2001-05-21	6340	A
USGS	08116650	2001-05-22	5780	A
USGS	08116650	2001-05-23	5230	A
USGS	08116650	2001-05-24	4740	A
USGS	08116650	2001-05-25	3990	A
USGS	08116650	2001-05-26	3520	A
USGS	08116650	2001-05-27	3570	A
USGS	08116650	2001-05-28	3280	A
USGS	08116650	2001-05-29	2920	A
USGS	08116650	2001-05-30	2800	A
USGS	08116650	2001-05-31	2740	A
USGS	08116650	2001-06-01	2650	A
USGS	08116650	2001-06-02	2590	A
USGS	08116650	2001-06-03	2560	A
USGS	08116650	2001-06-04	2550	A
USGS	08116650	2001-06-05	2550	A
USGS	08116650	2001-06-06	3160	A
USGS	08116650	2001-06-07	5610	A
USGS	08116650	2001-06-08	7240	A
USGS	08116650	2001-06-09	8170	A
USGS	08116650	2001-06-10	12200	A
USGS	08116650	2001-06-11	20200	A
USGS	08116650	2001-06-12	16500	A
USGS	08116650	2001-06-13	9770	A
USGS	08116650	2001-06-14	6900	A
USGS	08116650	2001-06-15	5830	A
USGS	08116650	2001-06-16	5200	A
USGS	08116650	2001-06-17	10200	A
USGS	08116650	2001-06-18	12500	A
USGS	08116650	2001-06-19	9460	A
USGS	08116650	2001-06-20	8000	A
USGS	08116650	2001-06-21	6730	A
USGS	08116650	2001-06-22	5410	A
USGS	08116650	2001-06-23	4270	A
USGS	08116650	2001-06-24	3620	A
USGS	08116650	2001-06-25	3210	A
USGS	08116650	2001-06-26	2940	A
USGS	08116650	2001-06-27	2710	A
USGS	08116650	2001-06-28	2560	A
USGS	08116650	2001-06-29	2350	A
USGS	08116650	2001-06-30	2030	A
USGS	08116650	2001-07-01	1840	A
USGS	08116650	2001-07-02	1800	A
USGS	08116650	2001-07-03	1710	A
USGS	08116650	2001-07-04	1990	A
USGS	08116650	2001-07-05	3190	A
USGS	08116650	2001-07-06	6580	A
USGS	08116650	2001-07-07	5800	A
USGS	08116650	2001-07-08	3630	A
USGS	08116650	2001-07-09	2610	A
USGS	08116650	2001-07-10	2200	A
USGS	08116650	2001-07-11	1980	A
USGS	08116650	2001-07-12	1890	A
USGS	08116650	2001-07-13	1610	A
USGS	08116650	2001-07-14	1340	A
USGS	08116650	2001-07-15	1350	A
USGS	08116650	2001-07-16	1350	A
USGS	08116650	2001-07-17	1450	A
USGS	08116650	2001-07-18	1480	A
USGS	08116650	2001-07-19	1400	A
USGS	08116650	2001-07-20	1370	A
USGS	08116650	2001-07-21	1350	A
USGS	08116650	2001-07-22	1310	A
USGS	08116650	2001-07-23	1150	A
USGS	08116650	2001-07-24	1190	A
USGS	08116650	2001-07-25	1410	A
USGS	08116650	2001-07-26	1660	A
USGS	08116650	2001-07-27	1420	A
USGS	08116650	2001-07-28	1290	A
USGS	08116650	2001-07-29	1420	A
USGS	08116650	2001-07-30	1540	A
USGS	08116650	2001-07-31	1530	A
USGS	08116650	2001-08-01	1360	A
USGS	08116650	2001-08-02	1250	A
USGS	08116650	2001-08-03	1260	A
USGS	08116650	2001-08-04	1250	A
USGS	08116650	2001-08-05	1180	A
USGS	08116650	2001-08-06	1100	A
USGS	08116650	2001-08-07	1010	A
USGS	08116650	2001-08-08	1030	A
USGS	08116650	2001-08-09	953	A
USGS	08116650	2001-08-10	869	A
USGS	08116650	2001-08-11	821	A
USGS	08116650	2001-08-12	759	A
USGS	08116650	2001-08-13	676	A
USGS	08116650	2001-08-14	623	A
USGS	08116650	2001-08-15	671	A
USGS	08116650	2001-08-16	645	A
USGS	08116650	2001-08-17	758	A
USGS	08116650	2001-08-18	809	A
USGS	08116650	2001-08-19	872	A
USGS	08116650	2001-08-20	935	A
USGS	08116650	2001-08-21	991	A
USGS	08116650	2001-08-22	1030	A
USGS	08116650	2001-08-23	1000	A
USGS	08116650	2001-08-24	918	A
USGS	08116650	2001-08-25	881	A
USGS	08116650	2001-08-26	928	A
USGS	08116650	2001-08-27	1090	A
USGS	08116650	2001-08-28	1340	A
USGS	08116650	2001-08-29	1700	A
USGS	08116650	2001-08-30	2360	A
USGS	08116650	2001-08-31	12000	A
USGS	08116650	2001-09-01	19400	A
USGS	08116650	2001-09-02	20900	A
USGS	08116650	2001-09-03	28600	A
USGS	08116650	2001-09-04	32600	A
USGS	08116650	2001-09-05	25800	A
USGS	08116650	2001-09-06	18100	A
USGS	08116650	2001-09-07	11400	A
USGS	08116650	2001-09-08	9080	A
USGS	08116650	2001-09-09	14000	A
USGS	08116650	2001-09-10	17500	A
USGS	08116650	2001-09-11	19000	A
USGS	08116650	2001-09-12	18100	A
USGS	08116650	2001-09-13	14900	A
USGS	08116650	2001-09-14	12400	A
USGS	08116650	2001-09-15	10800	A
USGS	08116650	2001-09-16	9130	A
USGS	08116650	2001-09-17	7860	A
USGS	08116650	2001-09-18	6780	A
USGS	08116650	2001-09-19	5640	A
USGS	08116650	2001-09-20	4390	A
USGS	08116650	2001-09-21	3620	A
USGS	08116650	2001-09-22	3350	A
USGS	08116650	2001-09-23	3530	A
USGS	08116650	2001-09-24	4000	A
USGS	08116650	2001-09-25	3430	A
USGS	08116650	2001-09-26	3040	A
USGS	08116650	2001-09-27	2660	A
USGS	08116650	2001-09-28	2410	A
USGS	08116650	2001-09-29	2210	A
USGS	08116650	2001-09-30	1990	A
USGS	08116650	2001-10-01	2370	A
USGS	08116650	2001-10-02	2240	A
USGS	08116650	2001-10-03	2090	A
USGS	08116650	2001-10-04	2050	A
USGS	08116650	2001-10-05	2020	A
USGS	08116650	2001-10-06	2950	A
USGS	08116650	2001-10-07	2680	A
USGS	08116650	2001-10-08	3530	A
USGS	08116650	2001-10-09	3400	A
USGS	08116650	2001-10-10	3300	A
USGS	08116650	2001-10-11	3330	A
USGS	08116650	2001-10-12	4250	A
USGS	08116650	2001-10-13	6270	A
USGS	08116650	2001-10-14	11600	A
USGS	08116650	2001-10-15	15200	A
USGS	08116650	2001-10-16	13100	A
USGS	08116650	2001-10-17	9050	A
USGS	08116650	2001-10-18	8890	A
USGS	08116650	2001-10-19	8520	A
USGS	08116650	2001-10-20	6720	A
USGS	08116650	2001-10-21	5330	A
USGS	08116650	2001-10-22	4630	A
USGS	08116650	2001-10-23	4130	A
USGS	08116650	2001-10-24	3690	A
USGS	08116650	2001-10-25	3360	A
USGS	08116650	2001-10-26	3200	A
USGS	08116650	2001-10-27	2950	A
USGS	08116650	2001-10-28	2720	A
USGS	08116650	2001-10-29	2520	A
USGS	08116650	2001-10-30	2460	A
USGS	08116650	2001-10-31	2490	A
USGS	08116650	2001-11-01	2220	A
USGS	08116650	2001-11-02	1960	A
USGS	08116650	2001-11-03	1740	A
USGS	08116650	2001-11-04	1710	A
USGS	08116650	2001-11-05	1700	A
USGS	08116650	2001-11-06	1710	A
USGS	08116650	2001-11-07	1620	A
USGS	08116650	2001-11-08	1520	A
USGS	08116650	2001-11-09	1450	A
USGS	08116650	2001-11-10	1550	A
USGS	08116650	2001-11-11	1670	A
USGS	08116650	2001-11-12	1680	A
USGS	08116650	2001-11-13	1550	A
USGS	08116650	2001-11-14	1470	A
USGS	08116650	2001-11-15	1390	A
USGS	08116650	2001-11-16	2450	A
USGS	08116650	2001-11-17	2600	A
USGS	08116650	2001-11-18	4180	A
USGS	08116650	2001-11-19	7070	A
USGS	08116650	2001-11-20	16900	A
USGS	08116650	2001-11-21	19600	A
USGS	08116650	2001-11-22	14700	A
USGS	08116650	2001-11-23	9580	A
USGS	08116650	2001-11-24	7220	A
USGS	08116650	2001-11-25	7040	A
USGS	08116650	2001-11-26	7400	A
USGS	08116650	2001-11-27	8500	A
USGS	08116650	2001-11-28	9430	A
USGS	08116650	2001-11-29	9120	A
USGS	08116650	2001-11-30	9200	A
USGS	08116650	2001-12-01	9200	A
USGS	08116650	2001-12-02	9090	A
USGS	08116650	2001-12-03	13100	A
USGS	08116650	2001-12-04	13600	A
USGS	08116650	2001-12-05	10800	A
USGS	08116650	2001-12-06	8580	A
USGS	08116650	2001-12-07	7720	A
USGS	08116650	2001-12-08	7110	A
USGS	08116650	2001-12-09	6630	A
USGS	08116650	2001-12-10	6500	A
USGS	08116650	2001-12-11	6900	A
USGS	08116650	2001-12-12	18200	A
USGS	08116650	2001-12-13	22600	A
USGS	08116650	2001-12-14	20900	A
USGS	08116650	2001-12-15	15300	A
USGS	08116650	2001-12-16	13700	A
USGS	08116650	2001-12-17	15200	A
USGS	08116650	2001-12-18	16900	A
USGS	08116650	2001-12-19	29500	A
USGS	08116650	2001-12-20	39700	A
USGS	08116650	2001-12-21	45300	A
USGS	08116650	2001-12-22	43500	A
USGS	08116650	2001-12-23	31800	A
USGS	08116650	2001-12-24	21100	A
USGS	08116650	2001-12-25	18700	A
USGS	08116650	2001-12-26	19500	A
USGS	08116650	2001-12-27	19400	A
USGS	08116650	2001-12-28	18200	A
USGS	08116650	2001-12-29	16700	A
USGS	08116650	2001-12-30	15200	A
USGS	08116650	2001-12-31	13800	A
USGS	08116650	2002-01-01	12600	A
USGS	08116650	2002-01-02	11300	A
USGS	08116650	2002-01-03	10200	A
USGS	08116650	2002-01-04	9330	A
USGS	08116650	2002-01-05	9090	A
USGS	08116650	2002-01-06	8820	A
USGS	08116650	2002-01-07	7940	A
USGS	08116650	2002-01-08	7840	A
USGS	08116650	2002-01-09	8140	A
USGS	08116650	2002-01-10	8370	A
USGS	08116650	2002-01-11	7800	A
USGS	08116650	2002-01-12	6950	A
USGS	08116650	2002-01-13	6330	A
USGS	08116650	2002-01-14	5830	A
USGS	08116650	2002-01-15	5260	A
USGS	08116650	2002-01-16	4920	A
USGS	08116650	2002-01-17	4720	A
USGS	08116650	2002-01-18	4750	A
USGS	08116650	2002-01-19	4720	A
USGS	08116650	2002-01-20	4650	A
USGS	08116650	2002-01-21	4530	A
USGS	08116650	2002-01-22	4590	A
USGS	08116650	2002-01-23	4680	A
USGS	08116650	2002-01-24	4540	A
USGS	08116650	2002-01-25	4250	A
USGS	08116650	2002-01-26	4030	A
USGS	08116650	2002-01-27	3830	A
USGS	08116650	2002-01-28	3650	A
USGS	08116650	2002-01-29	3560	A
USGS	08116650	2002-01-30	3410	A
USGS	08116650	2002-01-31	3340	A
USGS	08116650	2002-02-01	3320	A
USGS	08116650	2002-02-02	3230	A
USGS	08116650	2002-02-03	3090	A
USGS	08116650	2002-02-04	3030	A
USGS	08116650	2002-02-05	2990	A
USGS	08116650	2002-02-06	2970	A
USGS	08116650	2002-02-07	3080	A
USGS	08116650	2002-02-08	4520	A
USGS	08116650	2002-02-09	6810	A
USGS	08116650	2002-02-10	10200	A
USGS	08116650	2002-02-11	11800	A
USGS	08116650	2002-02-12	11000	A
USGS	08116650	2002-02-13	9830	A
USGS	08116650	2002-02-14	8830	A
USGS	08116650	2002-02-15	8350	A
USGS	08116650	2002-02-16	8720	A
USGS	08116650	2002-02-17	8670	A
USGS	08116650	2002-02-18	7560	A
USGS	08116650	2002-02-19	6720	A
USGS	08116650	2002-02-20	6170	A
USGS	08116650	2002-02-21	5480	A
USGS	08116650	2002-02-22	4950	A
USGS	08116650	2002-02-23	4680	A
USGS	08116650	2002-02-24	4720	A
USGS	08116650	2002-02-25	4620	A
USGS	08116650	2002-02-26	4630	A
USGS	08116650	2002-02-27	4550	A
USGS	08116650	2002-02-28	4250	A
USGS	08116650	2002-03-01	4110	A
USGS	08116650	2002-03-02	4100	A
USGS	08116650	2002-03-03	3980	A
USGS	08116650	2002-03-04	4070	A
USGS	08116650	2002-03-05	3850	A
USGS	08116650	2002-03-06	3320	A
USGS	08116650	2002-03-07	3030	A
USGS	08116650	2002-03-08	2840	A
USGS	08116650	2002-03-09	2820	A
USGS	08116650	2002-03-10	2670	A
USGS	08116650	2002-03-11	2470	A
USGS	08116650	2002-03-12	2230	A
USGS	08116650	2002-03-13	2160	A
USGS	08116650	2002-03-14	2120	A
USGS	08116650	2002-03-15	2210	A
USGS	08116650	2002-03-16	2300	A
USGS	08116650	2002-03-17	2360	A
USGS	08116650	2002-03-18	2380	A
USGS	08116650	2002-03-19	2220	A
USGS	08116650	2002-03-20	2130	A
USGS	08116650	2002-03-21	2090	A
USGS	08116650	2002-03-22	2010	A
USGS	08116650	2002-03-23	2040	A
USGS	08116650	2002-03-24	2240	A
USGS	08116650	2002-03-25	2780	A
USGS	08116650	2002-03-26	3890	A
USGS	08116650	2002-03-27	4660	A
USGS	08116650	2002-03-28	4800	A
USGS	08116650	2002-03-29	4510	A
USGS	08116650	2002-03-30	4280	A
USGS	08116650	2002-03-31	4370	A
USGS	08116650	2002-04-01	4060	A
USGS	08116650	2002-04-02	3920	A
USGS	08116650	2002-04-03	3790	A
USGS	08116650	2002-04-04	3720	A
USGS	08116650	2002-04-05	4440	A
USGS	08116650	2002-04-06	4670	A
USGS	08116650	2002-04-07	4570	A
USGS	08116650	2002-04-08	10000	A
USGS	08116650	2002-04-09	17400	A
USGS	08116650	2002-04-10	17300	A
USGS	08116650	2002-04-11	14800	A
USGS	08116650	2002-04-12	12700	A
USGS	08116650	2002-04-13	11700	A
USGS	08116650	2002-04-14	10200	A
USGS	08116650	2002-04-15	9660	A
USGS	08116650	2002-04-16	8830	A
USGS	08116650	2002-04-17	8180	A
USGS	08116650	2002-04-18	8010	A
USGS	08116650	2002-04-19	8080	A
USGS	08116650	2002-04-20	8130	A
USGS	08116650	2002-04-21	7910	A
USGS	08116650	2002-04-22	6950	A
USGS	08116650	2002-04-23	5910	A
USGS	08116650	2002-04-24	5180	A
USGS	08116650	2002-04-25	4410	A
USGS	08116650	2002-04-26	4080	A
USGS	08116650	2002-04-27	3910	A
USGS	08116650	2002-04-28	3730	A
USGS	08116650	2002-04-29	3470	A
USGS	08116650	2002-04-30	3270	A
USGS	08116650	2002-05-01	3180	A
USGS	08116650	2002-05-02	2780	A
USGS	08116650	2002-05-03	2370	A
USGS	08116650	2002-05-04	2200	A
USGS	08116650	2002-05-05	2110	A
USGS	08116650	2002-05-06	2040	A
USGS	08116650	2002-05-07	1970	A
USGS	08116650	2002-05-08	1880	A
USGS	08116650	2002-05-09	1810	A
USGS	08116650	2002-05-10	1720	A
USGS	08116650	2002-05-11	1630	A
USGS	08116650	2002-05-12	1440	A
USGS	08116650	2002-05-13	1230	A
USGS	08116650	2002-05-14	1160	A
USGS	08116650	2002-05-15	1050	A
USGS	08116650	2002-05-16	841	A
USGS	08116650	2002-05-17	1250	A
USGS	08116650	2002-05-18	2850	A
USGS	08116650	2002-05-19	2690	A
USGS	08116650	2002-05-20	2450	A
USGS	08116650	2002-05-21	2140	A
USGS	08116650	2002-05-22	1850	A
USGS	08116650	2002-05-23	1590	A
USGS	08116650	2002-05-24	1470	A
USGS	08116650	2002-05-25	1380	A
USGS	08116650	2002-05-26	1170	A
USGS	08116650	2002-05-27	997	A
USGS	08116650	2002-05-28	909	A
USGS	08116650	2002-05-29	791	A
USGS	08116650	2002-05-30	800	A
USGS	08116650	2002-05-31	725	A
USGS	08116650	2002-06-01	754	A
USGS	08116650	2002-06-02	853	A
USGS	08116650	2002-06-03	2510	A
USGS	08116650	2002-06-04	3870	A
USGS	08116650	2002-06-05	4000	A
USGS	08116650	2002-06-06	3490	A
USGS	08116650	2002-06-07	3080	A
USGS	08116650	2002-06-08	2480	A
USGS	08116650	2002-06-09	2400	A
USGS	08116650	2002-06-10	2090	A
USGS	08116650	2002-06-11	1750	A
USGS	08116650	2002-06-12	1560	A
USGS	08116650	2002-06-13	1660	A
USGS	08116650	2002-06-14	1330	A
USGS	08116650	2002-06-15	988	A
USGS	08116650	2002-06-16	902	A
USGS	08116650	2002-06-17	960	A
USGS	08116650	2002-06-18	836	A
USGS	08116650	2002-06-19	741	A
USGS	08116650	2002-06-20	725	A
USGS	08116650	2002-06-21	733	A
USGS	08116650	2002-06-22	726	A
USGS	08116650	2002-06-23	651	A
USGS	08116650	2002-06-24	696	A
USGS	08116650	2002-06-25	725	A
USGS	08116650	2002-06-26	893	A
USGS	08116650	2002-06-27	859	A
USGS	08116650	2002-06-28	989	A
USGS	08116650	2002-06-29	1110	A
USGS	08116650	2002-06-30	1360	A
USGS	08116650	2002-07-01	1500	A
USGS	08116650	2002-07-02	969	A
USGS	08116650	2002-07-03	840	A
USGS	08116650	2002-07-04	1100	A
